id,filtered_words_str,features_str,label_index
R170,mean get american son. add best arm item worry surface. experts discuss ongoing developments technology breakthrough.,"(10000,[763,909,1020,1440,1916,2227,3614,3984,4506,4687,5417,7652,8343,9426,9462,9887],[4.019381523748645,3.8187108282864943,2.4789364828014966,5.523458920524919,3.914021008090819,2.7200985396183848,0.6753425559264385,4.607168188650764,0.691153161953081,0.6832166123573445,4.607168188650764,3.8187108282864943,4.42484663185681,3.8187108282864943,0.691153161953081,4.019381523748645])",1.0
F110,suffer painting include return since fast great worry. book explain. according society price necessary future edge others. — shocking claims celebrity scandal surface internet.,"(10000,[327,393,503,635,750,1034,1738,2953,3486,3605,3921,4673,4921,5850,6135,6287,6488,7281,7564,7936,7979,8338,9231,9263],[4.270695952029551,4.830311739964974,0.691153161953081,4.42484663185681,3.8187108282864943,4.42484663185681,3.5085558999826545,4.42484663185681,2.849310271098391,5.523458920524919,4.42484663185681,4.607168188650764,2.849310271098391,0.691153161953081,4.270695952029551,3.6516567436233283,3.7316994512968646,0.6832166123573445,3.8187108282864943,0.691153161953081,4.019381523748645,0.691153161953081,4.830311739964974,4.607168188650764])",0.0
F048,third cut series friend. able rate lead know late lead. capital performance ground action baby share. — shocking claims secret cure surface internet.,"(10000,[253,503,1206,1348,3032,3079,3228,3496,3892,4463,5356,5850,6487,6541,6633,6747,7281,7386,7779,7936,8338,8771,9351],[3.7316994512968646,0.691153161953081,4.42484663185681,3.914021008090819,5.117993812416755,4.42484663185681,4.830311739964974,3.914021008090819,2.5530444549552183,4.137164559405029,4.607168188650764,0.691153161953081,3.6516567436233283,4.42484663185681,4.019381523748645,2.5530444549552183,0.6832166123573445,5.117993812416755,3.7316994512968646,0.691153161953081,0.691153161953081,4.830311739964974,4.137164559405029])",0.0
F082,sister often last growth bad. someone billion president know. — shocking claims hoax surface internet.,"(10000,[7,258,320,503,843,1306,3521,3671,3935,3989,4377,5850,7281,7936,8338],[4.019381523748645,4.019381523748645,3.8187108282864943,0.691153161953081,4.607168188650764,3.8187108282864943,3.914021008090819,4.137164559405029,5.117993812416755,4.019381523748645,2.60568818844064,0.691153161953081,0.6832166123573445,0.691153161953081,0.691153161953081])",0.0
F187,director economy join. house sound environmental of. probably cold open within. — shocking claims miracle drug surface internet.,"(10000,[217,503,1256,1853,2297,2759,3920,4295,5783,5836,5850,6027,6166,7281,7860,7936,8338,9994],[4.137164559405029,0.691153161953081,3.125563647726549,4.607168188650764,4.137164559405029,5.117993812416755,4.270695952029551,5.523458920524919,4.137164559405029,3.5085558999826545,0.691153161953081,4.42484663185681,4.42484663185681,0.6832166123573445,2.8154087194227095,0.691153161953081,0.691153161953081,5.523458920524919])",0.0
F027,ball attention people mind property medical. long price pressure summer. hair career building list than. — shocking claims miracle drug surface internet.,"(10000,[503,1256,1738,1822,2191,2733,3144,3184,4263,4930,5661,5850,5852,7281,7492,7664,7860,7936,8338,8728,8904,9210],[0.691153161953081,3.125563647726549,3.5085558999826545,5.117993812416755,4.830311739964974,4.137164559405029,4.019381523748645,2.6902455764687034,4.270695952029551,3.7316994512968646,4.270695952029551,0.691153161953081,4.42484663185681,0.6832166123573445,4.137164559405029,3.7316994512968646,2.8154087194227095,0.691153161953081,0.691153161953081,3.5085558999826545,4.42484663185681,4.607168188650764])",0.0
F202,mouth expect reality factor data skill. everything real plan. information quality trouble stuff during. budget page suffer ok father. — shocking claims hoax surface internet.,"(10000,[503,680,1695,2645,2827,2909,3506,3691,4377,4991,5850,6135,6241,7098,7281,7497,7722,7936,8190,8338,9087,9132,9156,9561,9691],[0.691153161953081,4.019381523748645,4.607168188650764,4.137164559405029,4.270695952029551,4.137164559405029,4.42484663185681,3.8187108282864943,2.60568818844064,2.5277266469709283,0.691153161953081,4.270695952029551,5.117993812416755,4.830311739964974,0.6832166123573445,4.607168188650764,4.607168188650764,0.691153161953081,4.137164559405029,0.691153161953081,5.523458920524919,4.607168188650764,4.137164559405029,4.137164559405029,4.019381523748645])",0.0
F197,city message safe appear couple either election already. necessary south really avoid civil. — shocking claims secret cure surface internet.,"(10000,[132,503,1388,2715,3892,4112,4464,4816,5495,5850,6747,7281,7642,7702,7936,7979,8182,8338,9126,9181],[4.270695952029551,0.691153161953081,4.607168188650764,4.270695952029551,2.5530444549552183,4.137164559405029,4.830311739964974,3.914021008090819,4.019381523748645,0.691153161953081,2.5530444549552183,0.6832166123573445,3.8187108282864943,4.019381523748645,0.691153161953081,4.019381523748645,4.830311739964974,0.691153161953081,4.019381523748645,5.523458920524919])",0.0
R128,attorney tax watch challenge water note. article win popular green. experts discuss ongoing developments climate change.,"(10000,[821,1702,2059,2398,2589,2708,3614,4506,4687,4853,5935,6148,6587,7016,9462,9599],[2.849310271098391,4.137164559405029,2.579019941358479,4.42484663185681,4.607168188650764,3.4440173788450834,0.6753425559264385,0.691153161953081,0.6832166123573445,4.830311739964974,4.137164559405029,3.914021008090819,4.42484663185681,4.42484663185681,0.691153161953081,4.270695952029551])",1.0
F157,accept war whose. prove minute charge other. one administration window thus. — shocking claims government cover-up surface internet.,"(10000,[503,815,2259,2403,2657,2849,3357,5185,5214,5850,6383,6812,7281,7936,8338,8719,9231,9813],[0.691153161953081,4.270695952029551,2.7200985396183848,3.914021008090819,3.6516567436233283,5.117993812416755,4.137164559405029,4.270695952029551,4.270695952029551,0.691153161953081,5.117993812416755,4.42484663185681,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645,4.830311739964974,2.997730276216664])",0.0
F117,increase size imagine as. — shocking claims hoax surface internet.,"(10000,[503,3192,4377,5301,5850,6035,7281,7936,7963,8338],[0.691153161953081,4.019381523748645,2.60568818844064,4.137164559405029,0.691153161953081,3.2208738275308737,0.6832166123573445,0.691153161953081,4.42484663185681,0.691153161953081])",0.0
F173,visit carry project around member reflect. artist statement floor. — shocking claims secret cure surface internet.,"(10000,[454,503,698,2230,2920,3892,5850,6197,6747,6790,7281,7936,8338,8634,8931,9817],[3.7316994512968646,0.691153161953081,4.607168188650764,4.270695952029551,5.117993812416755,2.5530444549552183,0.691153161953081,4.137164559405029,2.5530444549552183,3.8187108282864943,0.6832166123573445,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,3.6516567436233283])",0.0
F024,trade find agreement. image feel need suggest road. — shocking claims aliens surface internet.,"(10000,[419,503,650,1831,3115,5303,5850,6537,7281,7510,7816,7936,8338,9892],[3.6516567436233283,0.691153161953081,2.958509563063383,5.117993812416755,4.137164559405029,4.42484663185681,0.691153161953081,4.42484663185681,0.6832166123573445,4.270695952029551,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755])",0.0
F096,south part positive give full wall event white. foreign short open to. body explain need. — shocking claims celebrity scandal surface internet.,"(10000,[1,503,841,1262,3486,3783,4816,4921,5341,5783,5850,6206,6404,6544,6877,7281,7728,7936,8338,8740,8897,9413],[4.270695952029551,0.691153161953081,4.607168188650764,4.270695952029551,2.849310271098391,4.607168188650764,3.914021008090819,2.849310271098391,4.019381523748645,4.137164559405029,0.691153161953081,4.270695952029551,4.270695952029551,4.830311739964974,5.117993812416755,0.6832166123573445,4.270695952029551,0.691153161953081,0.691153161953081,4.42484663185681,4.270695952029551,4.830311739964974])",0.0
R247,even issue party former police trip. us father provide board goal ago want themselves. specific relationship morning woman buy. experts discuss ongoing developments public health.,"(10000,[526,1379,1770,1800,1896,2059,3160,3614,3876,4160,4260,4506,4563,4687,5089,5853,5946,6219,6406,6616,6660,6865,7454,7712,9462],[5.117993812416755,4.607168188650764,2.958509563063383,4.42484663185681,4.607168188650764,2.579019941358479,4.137164559405029,0.6753425559264385,3.577548771469606,4.42484663185681,3.914021008090819,0.691153161953081,4.270695952029551,0.6832166123573445,3.7316994512968646,4.42484663185681,4.830311739964974,2.997730276216664,4.830311739964974,3.914021008090819,4.137164559405029,4.607168188650764,3.8187108282864943,4.270695952029551,0.691153161953081])",1.0
F226,several evening indicate writer share message project. thing right budget teacher watch. — shocking claims government cover-up surface internet.,"(10000,[503,1790,2259,2519,2715,3857,3947,4991,5101,5286,5850,6485,6906,7281,7936,8338,8708,9227,9813],[0.691153161953081,4.270695952029551,2.7200985396183848,5.117993812416755,4.270695952029551,4.019381523748645,3.7316994512968646,2.5277266469709283,4.830311739964974,4.607168188650764,0.691153161953081,3.6516567436233283,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,4.137164559405029,2.997730276216664])",0.0
F100,measure teach manage civil. box window good. mr watch much since race trade. — shocking claims flat earth surface internet.,"(10000,[454,503,524,528,2403,2647,2708,2918,3079,4464,5850,6287,7166,7281,7883,7922,7936,8338,8522,9676],[3.7316994512968646,0.691153161953081,3.577548771469606,4.42484663185681,3.914021008090819,4.42484663185681,3.4440173788450834,3.0385522707369192,4.42484663185681,4.830311739964974,0.691153161953081,3.6516567436233283,4.607168188650764,0.6832166123573445,3.8187108282864943,3.914021008090819,0.691153161953081,0.691153161953081,4.42484663185681,3.0385522707369192])",0.0
F246,defense everybody allow. ten program follow collection why. — shocking claims government cover-up surface internet.,"(10000,[503,573,2259,2561,3543,5085,5850,6740,7281,7601,7936,8209,8338,9367,9813],[0.691153161953081,4.42484663185681,2.7200985396183848,4.019381523748645,4.42484663185681,3.914021008090819,0.691153161953081,5.117993812416755,0.6832166123573445,5.117993812416755,0.691153161953081,4.42484663185681,0.691153161953081,4.137164559405029,2.997730276216664])",0.0
F183,image hit character level drop station computer. note group hit doctor share control fear. — shocking claims aliens surface internet.,"(10000,[503,650,777,1208,1499,3947,4867,5303,5850,7281,7393,7615,7766,7936,8252,8338,8415,8577,9909],[0.691153161953081,2.958509563063383,4.137164559405029,2.7826188965997183,4.137164559405029,3.7316994512968646,4.42484663185681,4.42484663185681,0.691153161953081,0.6832166123573445,4.830311739964974,5.523458920524919,4.137164559405029,0.691153161953081,7.3033134872466565,0.691153161953081,3.8187108282864943,3.914021008090819,4.137164559405029])",0.0
R063,majority air network. left side thing throughout back goal lose east. accept task action certainly report model. experts discuss ongoing developments policy.,"(10000,[88,673,1167,1662,2657,3614,3857,4422,4506,4687,5089,5948,6505,6633,6944,7515,8430,8451,9156,9244,9462,9781],[4.019381523748645,4.019381523748645,4.607168188650764,4.42484663185681,3.6516567436233283,0.6753425559264385,4.019381523748645,4.607168188650764,0.691153161953081,0.6832166123573445,3.7316994512968646,3.7316994512968646,3.6516567436233283,4.019381523748645,2.8154087194227095,5.523458920524919,3.6516567436233283,4.607168188650764,4.137164559405029,4.270695952029551,0.691153161953081,4.42484663185681])",1.0
R005,carry along democratic field card. west structure her. account notice live according top. experts discuss ongoing developments election.,"(10000,[454,493,1525,2092,2840,2996,3556,3614,4506,4687,5085,5606,6083,7074,7564,7748,9187,9462],[3.7316994512968646,4.270695952029551,4.270695952029551,4.830311739964974,4.019381523748645,3.3262343431887,2.849310271098391,0.6753425559264385,0.691153161953081,0.6832166123573445,3.914021008090819,4.137164559405029,5.523458920524919,3.8187108282864943,3.8187108282864943,5.117993812416755,4.42484663185681,0.691153161953081])",1.0
R084,still tend drug see represent. pick single go serious. experts discuss ongoing developments election.,"(10000,[1439,1810,3538,3556,3614,3712,4506,4687,5354,6451,7372,7860,7889,9462],[3.914021008090819,4.830311739964974,4.830311739964974,2.849310271098391,0.6753425559264385,4.137164559405029,0.691153161953081,0.6832166123573445,4.137164559405029,3.8187108282864943,4.019381523748645,2.8154087194227095,4.137164559405029,0.691153161953081])",1.0
R124,final goal fill. science red throughout truth report issue nothing. former wear win. experts discuss ongoing developments education.,"(10000,[52,453,1653,2069,3363,3614,4160,4506,4687,5047,5089,5948,6436,6505,6581,6616,8661,9462],[4.137164559405029,3.8187108282864943,3.8187108282864943,4.270695952029551,4.137164559405029,0.6753425559264385,4.42484663185681,0.691153161953081,0.6832166123573445,2.60568818844064,3.7316994512968646,3.7316994512968646,4.830311739964974,3.6516567436233283,4.137164559405029,3.914021008090819,4.830311739964974,0.691153161953081])",1.0
R118,support guy guy. character bed wife. level theory policy kind focus admit. experts discuss ongoing developments research.,"(10000,[94,1468,1499,3614,3761,3931,4142,4506,4687,4775,4867,5399,6044,7066,8217,9462,9497],[4.607168188650764,4.607168188650764,4.137164559405029,0.6753425559264385,5.117993812416755,3.4440173788450834,4.607168188650764,0.691153161953081,0.6832166123573445,4.830311739964974,4.42484663185681,5.523458920524919,4.270695952029551,2.849310271098391,3.8187108282864943,0.691153161953081,3.914021008090819])",1.0
F001,ok less five indicate season. mrs tree station authority. — shocking claims aliens surface internet.,"(10000,[503,650,1195,2006,2645,5850,5871,5974,6485,7140,7281,7936,8338,8415,9751],[0.691153161953081,2.958509563063383,4.270695952029551,5.117993812416755,4.137164559405029,0.691153161953081,4.270695952029551,3.5085558999826545,3.6516567436233283,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,3.8187108282864943,3.914021008090819])",0.0
F007,tv court back agree owner popular baby. stock everything also sit fund court. story mind conference follow stock others. — shocking claims immortal jellyfish surface internet.,"(10000,[481,503,793,2066,3184,3792,4547,4568,4638,4673,5657,5850,6053,6148,6855,6925,6946,7281,7936,8338,8430,9156,9367,9876],[5.117993812416755,0.691153161953081,7.637421656572989,2.7508701982851385,2.6902455764687034,3.914021008090819,4.42484663185681,4.830311739964974,4.137164559405029,4.607168188650764,3.4440173788450834,0.691153161953081,3.7316994512968646,3.914021008090819,4.270695952029551,3.8187108282864943,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,3.6516567436233283,4.137164559405029,8.274329118810059,2.7508701982851385])",0.0
F046,explain reduce weight determine success measure. republican still decade fall challenge. generation cost front. serve front scientist word. — shocking claims mind control surface internet.,"(10000,[503,504,1208,1725,3184,3712,3729,4253,4490,4616,5006,5341,5587,5850,6030,6226,6963,7281,7734,7936,8004,8159,8172,8338,9828],[0.691153161953081,4.137164559405029,2.7826188965997183,4.607168188650764,2.6902455764687034,4.137164559405029,4.137164559405029,5.523458920524919,4.270695952029551,4.830311739964974,4.42484663185681,4.019381523748645,5.523458920524919,0.691153161953081,4.270695952029551,4.830311739964974,4.607168188650764,0.6832166123573445,4.137164559405029,0.691153161953081,4.137164559405029,3.2721671219184243,5.117993812416755,0.691153161953081,4.137164559405029])",0.0
R103,beautiful recognize many whether share own. investment cold million require between. billion prepare. try want source chair else. experts discuss ongoing developments research.,"(10000,[258,681,1273,1562,3011,3386,3406,3614,3920,3947,4506,4687,4693,5188,7066,7712,7721,7813,8171,8449,8651,9462,9757],[4.019381523748645,4.830311739964974,4.019381523748645,3.8187108282864943,5.523458920524919,5.523458920524919,4.42484663185681,0.6753425559264385,4.270695952029551,3.7316994512968646,0.691153161953081,0.6832166123573445,4.019381523748645,4.42484663185681,2.849310271098391,4.270695952029551,4.019381523748645,4.830311739964974,4.607168188650764,4.42484663185681,4.830311739964974,0.691153161953081,5.117993812416755])",1.0
R037,agency mr expert usually soon land certain. natural plant behind career. blood behavior citizen however. experts discuss ongoing developments budget report.,"(10000,[8,735,765,914,1041,2359,2647,2990,3614,4346,4506,4687,4988,4991,5432,7148,7244,9118,9261,9380,9462],[4.137164559405029,4.42484663185681,4.42484663185681,4.830311739964974,4.270695952029551,4.607168188650764,4.42484663185681,5.117993812416755,0.6753425559264385,4.019381523748645,0.691153161953081,0.6832166123573445,4.270695952029551,2.5277266469709283,2.661258039595451,4.830311739964974,4.42484663185681,4.830311739964974,4.830311739964974,5.523458920524919,0.691153161953081])",1.0
F193,world feeling similar particularly suggest. success industry government later general father. heart within score state million never. — shocking claims secret cure surface internet.,"(10000,[503,560,613,1808,1927,2259,3010,3478,3892,5465,5850,6443,6747,7040,7046,7281,7936,8338,8651,9132,9360,9808,9817,9828],[0.691153161953081,4.42484663185681,3.7316994512968646,3.914021008090819,4.270695952029551,2.7200985396183848,4.830311739964974,4.830311739964974,2.5530444549552183,4.270695952029551,0.691153161953081,3.577548771469606,2.5530444549552183,5.117993812416755,4.270695952029551,0.6832166123573445,0.691153161953081,0.691153161953081,4.830311739964974,4.607168188650764,4.019381523748645,3.914021008090819,3.6516567436233283,4.137164559405029])",0.0
R166,kid religious culture law never nature. rule collection tough cold back section within that. experts discuss ongoing developments election.,"(10000,[281,343,3556,3614,3723,3920,3979,4293,4506,4687,5447,6508,6968,8209,8346,8430,8645,9462,9817],[4.607168188650764,4.270695952029551,2.849310271098391,0.6753425559264385,4.607168188650764,4.270695952029551,4.019381523748645,4.019381523748645,0.691153161953081,0.6832166123573445,3.383392757028649,5.523458920524919,4.019381523748645,4.42484663185681,5.523458920524919,3.6516567436233283,4.42484663185681,0.691153161953081,3.6516567436233283])",1.0
F017,church throughout night old project. — shocking claims immortal jellyfish surface internet.,"(10000,[503,1273,2066,5101,5850,5948,6869,7083,7281,7936,8338,9876],[0.691153161953081,4.019381523748645,2.7508701982851385,4.830311739964974,0.691153161953081,3.7316994512968646,4.270695952029551,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
R008,try wear. experts discuss ongoing developments economic growth.,"(10000,[3529,3614,4506,4687,4693,9034,9144,9462],[4.830311739964974,0.6753425559264385,0.691153161953081,0.6832166123573445,4.019381523748645,2.8844015909096608,2.8154087194227095,0.691153161953081])",1.0
F071,send market dream. congress last development financial who. real suggest brother fall couple worker. — shocking claims celebrity scandal surface internet.,"(10000,[291,503,2430,2657,2871,3486,3729,3989,4921,5371,5523,5850,7281,7407,7702,7816,7936,8338,8728,9691,9808],[4.270695952029551,0.691153161953081,5.523458920524919,3.6516567436233283,3.914021008090819,2.849310271098391,4.137164559405029,4.019381523748645,2.849310271098391,4.830311739964974,3.914021008090819,0.691153161953081,0.6832166123573445,4.019381523748645,4.019381523748645,4.270695952029551,0.691153161953081,0.691153161953081,3.5085558999826545,4.019381523748645,3.914021008090819])",0.0
F028,mrs edge nearly begin increase. manager job seven. — shocking claims mind control surface internet.,"(10000,[503,557,1208,1513,1652,2866,3184,3921,5850,6623,7281,7936,8338,8945,9751],[0.691153161953081,4.137164559405029,2.7826188965997183,4.137164559405029,4.270695952029551,4.607168188650764,2.6902455764687034,4.42484663185681,0.691153161953081,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,4.830311739964974,3.914021008090819])",0.0
F227,drive several size student sort officer. campaign president sure accept. fill nothing manage rock. — shocking claims immortal jellyfish surface internet.,"(10000,[503,1306,1352,1821,2066,3192,3536,4292,5720,5850,6325,6511,6675,7281,7883,7936,8338,9227,9296,9727,9876],[0.691153161953081,3.8187108282864943,4.830311739964974,4.607168188650764,2.7508701982851385,4.019381523748645,5.117993812416755,4.137164559405029,4.607168188650764,0.691153161953081,3.914021008090819,4.830311739964974,4.270695952029551,0.6832166123573445,3.8187108282864943,0.691153161953081,0.691153161953081,4.137164559405029,4.830311739964974,4.830311739964974,2.7508701982851385])",0.0
R200,whole easy treatment. reflect stuff discussion. dark goal total security. experts discuss ongoing developments public health.,"(10000,[627,697,760,1770,3143,3614,4079,4506,4687,5089,5321,6219,6279,7722,8423,9462],[4.019381523748645,4.607168188650764,4.137164559405029,2.958509563063383,5.523458920524919,0.6753425559264385,5.117993812416755,0.691153161953081,0.6832166123573445,3.7316994512968646,4.019381523748645,2.997730276216664,4.270695952029551,4.607168188650764,4.830311739964974,0.691153161953081])",1.0
R225,want color. road agreement near. box tough popular test ever step try trial. experts discuss ongoing developments climate change.,"(10000,[821,1558,2059,2494,3032,3614,4506,4687,4693,5447,5594,5725,6148,6586,6817,7712,7922,8413,9462],[2.849310271098391,4.42484663185681,2.579019941358479,4.607168188650764,5.117993812416755,0.6753425559264385,0.691153161953081,0.6832166123573445,4.019381523748645,3.383392757028649,4.019381523748645,4.830311739964974,3.914021008090819,4.42484663185681,5.117993812416755,4.270695952029551,3.914021008090819,3.5085558999826545,0.691153161953081])",1.0
R062,accept little rock tell green seven special. system oil represent possible yet woman level. return country north citizen car. experts discuss ongoing developments budget report.,"(10000,[8,551,574,635,1590,1778,1850,2657,3614,3996,4037,4506,4563,4687,4991,5118,5432,6035,6100,7850,7870,8290,8717,9121,9462],[4.137164559405029,4.607168188650764,4.137164559405029,4.42484663185681,3.914021008090819,4.42484663185681,4.019381523748645,3.6516567436233283,0.6753425559264385,4.137164559405029,3.914021008090819,0.691153161953081,4.270695952029551,0.6832166123573445,2.5277266469709283,5.117993812416755,2.661258039595451,3.2208738275308737,4.42484663185681,4.607168188650764,4.270695952029551,5.523458920524919,4.019381523748645,4.137164559405029,0.691153161953081])",1.0
F033,little amount issue floor data strong. — shocking claims hoax surface internet.,"(10000,[278,503,1590,1695,4319,4377,5850,6616,7222,7281,7936,8338],[4.42484663185681,0.691153161953081,3.914021008090819,4.607168188650764,3.8187108282864943,2.60568818844064,0.691153161953081,3.914021008090819,4.270695952029551,0.6832166123573445,0.691153161953081,0.691153161953081])",0.0
F012,receive rock travel. next generation act news. create specific indeed situation quite. — shocking claims hoax surface internet.,"(10000,[503,574,1195,1404,2059,2959,3136,4377,4617,4934,5850,6928,6963,7281,7936,8273,8338,8878],[0.691153161953081,4.137164559405029,4.270695952029551,4.830311739964974,2.579019941358479,4.830311739964974,4.607168188650764,2.60568818844064,4.137164559405029,4.830311739964974,0.691153161953081,3.914021008090819,4.607168188650764,0.6832166123573445,0.691153161953081,3.8187108282864943,0.691153161953081,5.523458920524919])",0.0
R121,common thousand. take space movement. single describe per hair their. eat leave work five democratic decade call. experts discuss ongoing developments research.,"(10000,[298,855,2913,3244,3614,4108,4395,4506,4687,5606,5974,6030,6332,6444,7066,7085,7276,7664,7889,9188,9462,9527],[4.270695952029551,3.914021008090819,3.383392757028649,5.117993812416755,0.6753425559264385,4.830311739964974,5.523458920524919,0.691153161953081,0.6832166123573445,4.137164559405029,3.5085558999826545,4.270695952029551,4.607168188650764,4.607168188650764,2.849310271098391,4.270695952029551,4.42484663185681,3.7316994512968646,4.137164559405029,3.914021008090819,0.691153161953081,4.270695952029551])",1.0
F210,minute history four. agency nothing poor what. either man air cold practice hundred. — shocking claims aliens surface internet.,"(10000,[88,503,650,765,2569,3357,3920,4280,4292,5850,6543,7281,7692,7936,7960,8103,8338,8363,9126],[4.019381523748645,0.691153161953081,2.958509563063383,4.42484663185681,3.5085558999826545,4.137164559405029,4.270695952029551,3.7316994512968646,4.137164559405029,0.691153161953081,4.019381523748645,0.6832166123573445,4.830311739964974,0.691153161953081,4.42484663185681,4.019381523748645,0.691153161953081,4.830311739964974,4.019381523748645])",0.0
